menus_appeared,times_appeared,first_appeared,last_appeared,lowest_price,highest_price
1,1,1913,1913,2.0,4.0
1,1,1900,1900,0.05,0.05
1,1,1975,1975,0.9,0.9
1,1,1914,1914,0.35,0.35
1,1,1959,1959,0.95,0.95
5,5,1901,1901,0.5,0.5
1,1,1913,1913,0.3,0.3
1,1,1944,1944,0.65,0.65
2,2,1914,1914,0.1,0.1
5,5,1900,1900,0.25,0.25
1,1,1917,1917,0.65,0.65
4,4,1892,1899,0.4,0.4
1,1,1913,1913,0.2,0.2
2,2,1917,1917,0.25,0.25
1,1,1987,1987,4.5,4.5
3,3,1900,1900,2.5,2.5
1,1,1901,1901,0.5,0.5
1,1,1900,1900,0.1,0.1
1,1,1900,1900,0.1,0.1
1,1,1987,1987,3.75,3.75
5,5,1933,1959,0.25,0.8
1,1,1900,1900,0.6,0.6
1,1,1987,1987,1.06,1.06
1,1,1913,1913,0.25,0.25
1,1,1957,1957,0.25,0.25
1,1,1987,1987,5.75,5.75
1,1,1939,1939,0.25,0.25
1,1,1905,1905,0.5,0.5
1,1,1943,1943,0.4,0.4
1,1,1918,1918,0.2,0.2
2,2,1940,1957,3.25,3.5
1,1,1917,1917,0.1,0.1
4,4,1900,1907,2.0,2.0
1,1,1915,1915,0.4,0.4
1,1,1900,1900,0.5,0.5
2,2,1918,1918,0.75,0.75
1,1,1959,1959,2.75,2.75
3,3,1917,1917,0.3,0.3
1,1,1914,1914,0.5,0.5
1,1,1882,1882,3.5,3.5
1,1,1962,1962,2.5,2.5
3,3,1900,1900,2.0,2.0
1,1,1945,1945,0.35,0.35
1,1,1907,1907,0.2,0.2
1,1,1917,1917,1.0,1.75
1,1,1964,1964,3.5,3.5
1,1,1915,1915,0.1,0.1
1,1,1939,1939,0.3,0.3
2,2,1907,1907,0.6,0.6
3,3,1918,1918,0.5,8.5
1,1,1905,1905,0.2,0.2
1,1,1957,1957,0.2,0.2
3,3,1918,1918,0.6,0.6
3,3,1901,1943,0.8,0.8
2,2,1939,1939,0.25,0.25
1,1,1964,1964,2.75,2.75
1,1,1920,1920,0.9,0.9
4,4,1906,1914,0.15,0.35
1,1,1913,1913,0.1,0.1
1,1,1900,1900,0.5,0.75
1,1,1862,1862,2.0,2.0
1,1,1901,1901,0.1,0.1
1,1,1905,1905,3.0,3.0
2,2,1917,1933,0.6,3.5
1,1,1917,1917,0.25,0.25
1,1,1985,1985,3.95,3.95
6,6,1901,1901,0.15,0.15
1,1,1918,1918,1.5,12.75
1,1,1954,1954,2.0,2.0
1,1,1917,1917,0.3,0.3
1,1,1900,1900,1.5,3.0
2,2,1900,1900,0.05,0.05
1,1,1961,1961,3.25,3.25
1,1,1955,1955,2.1,2.1
1,1,1901,1901,0.4,0.4
1,1,1894,1894,20.0,20.0
1,1,1920,1920,0.25,6.0
1,1,1975,1975,1.95,1.95
1,1,1901,1901,0.4,0.4
1,1,1917,1917,0.25,0.25
13,13,1917,1920,0.2,0.35
2,2,1900,1900,0.35,0.35
1,1,1985,1985,6.25,6.25
1,1,1906,1906,0.35,0.6
3,4,1917,1918,0.8,0.8
1,1,1975,1975,2.95,2.95
4,4,1950,1967,0.6,1.25
1,1,1917,1917,0.6,0.6
3,3,1901,1901,1.3,2.5
10,10,1900,1905,0.15,0.25
1,1,1971,1971,3.75,3.75
1,1,1971,1971,2.5,2.5
1,1,1955,1955,1.75,1.75
1,1,1901,1901,0.15,0.15
2,2,1917,1917,0.35,0.35
1,1,1896,1896,0.75,1.5
1,1,1913,1913,0.2,0.2
46,46,1927,1933,0.35,0.35
1,1,1900,1900,0.45,0.45
1,1,1906,1906,0.3,0.5
1,1,1906,1906,0.75,0.75
1,1,1917,1917,0.9,0.9
1,1,1972,1972,2.25,2.25
2,2,1952,1952,2.25,2.25
1,1,1905,1905,0.2,0.2
10,10,1882,1901,0.25,0.3
1,1,1914,1914,0.3,0.3
1,1,1913,1913,0.25,0.25
1,1,1913,1913,0.3,0.3
1,1,1917,1917,0.5,0.5
2,2,1900,1900,0.4,0.75
1,1,1917,1917,0.65,0.65
1,1,1937,1937,0.5,0.5
1,1,1917,1917,0.3,0.3
3,3,1957,1989,0.2,0.95
1,1,1900,1900,1.0,2.0
1,1,1983,1983,4.95,4.95
12,12,1900,1919,0.2,15.0
76,77,1912,1957,0.11,0.4
8,9,1854,1953,0.3,4.5
1,1,1912,1912,30.0,30.0
2,2,1900,1901,0.2,0.35
1,1,1992,1992,5.6,5.6
2,2,1969,1974,0.3,0.45
1,0,1962,1962,3.25,3.25
1,1,1907,1907,0.65,1.25
3,3,1900,1907,0.3,0.3
1,1,1914,1914,0.5,0.5
1,1,1955,1955,1.75,1.75
1,1,1985,1985,11.25,11.25
1,1,1925,1925,1.25,1.25
1,1,1912,1912,0.5,0.5
1,1,1900,1900,1.0,2.0
1,1,1919,1919,3.0,3.0
1,1,1917,1917,0.75,1.5
1,1,1900,1900,0.35,0.35
7,7,1917,1918,0.45,0.5
1,1,1917,1917,0.2,0.3
1,1,1948,1948,1.4,1.4
1,1,1985,1985,7.5,7.5
4,4,1899,1901,0.2,0.25
1,1,1914,1914,1.5,1.5
1,1,1913,1913,0.15,0.15
3,3,1900,1900,0.35,0.35
1,1,1906,1906,0.2,0.2
9,9,1900,1917,0.9,1.35
1,1,1912,1912,1.25,1.25
1,1,1917,1917,0.65,0.65
1,1,1979,1979,2.5,2.5
1,1,1961,1961,3.3,3.3
1,1,1901,1901,0.15,0.15
3,3,1913,1917,0.25,60.0
2,2,1907,1907,0.25,0.25
1,1,1957,1957,0.85,0.85
1,1,1987,1987,5.95,5.95
1,1,1980,1980,3.25,3.25
1,1,1964,1964,3.75,3.75
2,3,1933,1933,0.85,1.0
1,1,1918,1918,0.75,0.75
1,1,1918,1918,0.9,0.9
1,1,1963,1963,3.25,6.0
1,1,1900,1900,0.8,0.8
1,1,1953,1953,0.5,0.5
4,4,1900,1938,0.3,0.3
1,1,1962,1962,25.0,25.0
1,1,1901,1901,0.4,7.0
1,1,1900,1900,0.35,0.35
1,1,1962,1962,1.4,1.4
1,1,1901,1901,0.15,0.15
2,2,1900,1900,0.05,0.5
1,1,1987,1987,13.85,13.85
1,1,1933,1933,0.3,0.3
1,1,1914,1914,0.25,0.25
3,3,1940,1940,0.5,0.75
1,1,1940,1940,0.4,0.4
1,1,1958,1958,0.6,0.6
1,1,1939,1939,0.2,0.2
1,1,1949,1949,2.5,4.0
12,12,1900,1901,0.12,0.12
1,1,1913,1913,0.15,0.15
1,1,1914,1914,1.25,1.25
1,1,1913,1913,0.35,0.35
1,1,1944,1944,1.2,1.2
1,1,1918,1918,1.9,1.9
1,1,1914,1914,0.9,0.9
2,2,1900,1900,0.5,0.5
6,6,1938,1967,0.15,0.9
6,6,1892,1906,0.35,0.5
1,1,1900,1900,0.3,0.3
6,6,1900,1919,1.5,125.0
1,1,1944,1944,0.8,0.8
1,1,1900,1900,0.2,1.35
1,1,1900,1900,0.15,0.15
1,1,1914,1914,0.35,0.35
1,1,1906,1906,0.15,0.15
1,1,2000,2000,8.95,8.95
4,4,1900,1907,0.25,0.25
2,2,1913,1913,0.2,0.25
1,1,1906,1906,1.75,1.75
1,1,1912,1912,0.75,1.25
10,10,1898,1980,0.15,0.85
1,1,1900,1900,0.5,0.5
1,1,1917,1917,0.4,0.4
4,4,1912,1913,0.25,0.35
1,1,1955,1955,1.85,1.85
1,1,1938,1938,0.75,0.75
1,1,1957,1957,1.25,1.25
1,1,1913,1913,0.5,0.5
2,2,1962,1962,0.4,0.4
1,1,1953,1953,1.75,1.75
2,2,1913,1916,0.45,0.5
1,1,1943,1943,1.5,1.5
2,2,1906,1906,0.85,0.85
2,2,1949,1949,0.7,0.9
2,2,1914,1914,0.15,0.15
1,1,1906,1906,0.4,0.4
5,5,1905,1914,0.2,2.25
1,1,1962,1962,1.45,1.45
1,1,1913,1913,0.4,0.4
15,15,1906,1980,0.1,1.95
1,1,1884,1884,1.75,2.0
1,1,1896,1896,1.0,1.0
1,1,1917,1917,0.7,0.7
1,1,1900,1900,4.0,4.0
9,9,1900,1901,0.15,0.15
1,1,1953,1953,1.75,1.75
1,1,1900,1900,0.4,0.4
1,1,1914,1914,0.2,0.2
1,1,1959,1959,0.4,0.4
2,2,1905,1905,0.5,0.5
1,1,2006,2006,10.0,10.0
5,5,1887,1914,0.25,0.25
1,1,1957,1957,2.25,2.25
3,3,1916,1918,0.4,0.65
1,1,1939,1939,0.2,0.2
1,1,1906,1906,1.25,1.25
1,1,1945,1945,2.75,2.75
1,1,1906,1906,0.35,0.6
2,2,1913,1913,0.4,0.4
1,1,1958,1958,15.0,15.0
22,22,1892,1914,0.05,15.0
1,1,1917,1917,1.5,1.5
1,1,1955,1955,0.75,0.75
1,1,1951,1951,1.4,1.4
1,1,1975,1975,7.25,7.25
7,7,1900,1945,1.0,2.5
1,1,1901,1901,5.0,5.0
1,1,1917,1917,0.65,0.65
9,9,1917,1917,0.3,0.35
1,1,1961,1961,1.15,1.15
3,3,1905,1906,0.5,0.5
8,8,1917,1918,1.25,1.25
3,3,1914,1914,0.15,0.15
1,1,1944,1944,1.2,1.2
1,1,1915,1915,1.0,1.0
3,3,1896,1914,0.6,0.6
12,12,1889,1919,1.25,14.0
8,8,1901,1919,0.15,0.25
1,1,1913,1913,0.25,0.25
1,1,1918,1918,0.6,0.6
1,1,1900,1900,1.75,3.5
3,3,1905,1917,1.75,2.75
1,1,1953,1953,0.55,0.55
1,1,1900,1900,0.3,0.3
7,7,1900,1901,0.4,0.7
1,1,1918,1918,1.25,2.4
2,2,1897,1900,1.25,3.0
2,2,1939,1945,0.3,0.3
1,1,1900,1900,1.25,2.0
2,2,1913,1913,0.05,0.1
1,1,1912,1912,0.9,0.9
14,14,1905,1913,1.5,1.5
32,33,1913,1914,0.1,10.0
5,5,1905,1914,0.15,2.25
35,45,1906,1917,0.05,0.5
1,1,1914,1914,0.25,0.25
4,4,1900,1988,2.75,5.0
5,5,1900,1900,0.2,0.3
1,1,1998,1998,40.0,40.0
1,1,1900,1900,0.75,0.75
3,3,1905,1906,1.1,1.1
1,1,1918,1918,0.45,0.45
1,1,1900,1900,0.25,0.25
1,1,1951,1951,0.85,0.85
2,2,1916,1917,0.4,0.4
6,6,1900,1901,0.05,0.1
4,4,1914,1914,0.1,0.1
2,2,1917,1917,0.3,0.35
1,1,1949,1949,0.5,0.5
1,1,1951,1951,30.0,30.0
2,2,1913,1913,0.2,0.2
1,1,1917,1917,0.15,0.15
2,2,1933,1954,0.5,0.5
1,1,1917,1917,0.35,0.35
1,1,1900,1900,0.3,0.3
54,77,1912,1915,0.4,40.0
1,1,1914,1914,0.5,0.5
28,33,1896,1962,0.2,40.0
1,1,1901,1901,0.25,0.25
1,1,1934,1934,1.0,1.0
1,1,1916,1916,0.4,0.4
2,2,1900,1927,0.2,0.35
1,1,1975,1975,12.0,12.0
1,1,1917,1917,0.4,0.4
1,1,1917,1917,0.9,0.9
1,1,1900,1900,0.15,0.15
1,1,1900,1900,0.2,0.2
1,1,1918,1918,0.25,0.25
1,1,1882,1882,0.3,0.3
1,1,1954,1954,0.65,0.65
1,1,1900,1900,0.35,0.35
1,1,1904,1904,0.75,0.75
1,1,1944,1944,0.3,0.3
1,1,1915,1915,0.65,0.65
2,2,1914,1914,1.0,1.0
1,1,1915,1915,1.5,1.5
22,22,1894,1920,0.1,0.25
1,1,1901,1901,1.0,1.0
1,1,1914,1914,0.25,0.25
1,1,1917,1917,0.3,0.3
1,1,1943,1943,3.5,3.5
1,1,1918,1918,0.2,0.2
3,3,1901,1901,0.25,0.25
1,1,1915,1915,0.1,0.1
8,8,1901,1944,0.1,0.6
4,4,1900,1901,0.2,0.2
2,2,1914,1914,0.15,0.15
1,1,1945,1945,0.15,0.15
1,1,1943,1943,0.3,0.3
1,1,1901,1901,3.0,3.0
2,2,1901,1901,0.2,0.2
1,1,1969,1969,8.65,8.65
1,1,1993,1993,15.75,15.75
1,1,1900,1900,0.4,0.4
8,8,1900,1914,0.5,50.0
2,2,1940,1946,0.6,0.6
1,1,1900,1900,0.4,0.4
4,4,1900,1900,1.2,1.2
2,2,1944,1948,0.45,0.55
1,1,1910,1910,0.12,1.25
1,1,1913,1913,0.1,0.15
1,1,1939,1939,0.25,0.25
1,2,1919,1919,0.75,0.75
2,2,1945,1945,0.45,0.45
1,1,1900,1900,1.25,1.25
1,1,1907,1907,0.5,0.5
2,2,1901,1901,6.0,6.0
2,2,1901,1914,0.75,0.75
1,1,1913,1913,2.0,2.0
1,1,2012,2012,17.95,17.95
4,4,1906,1916,0.1,0.1
1,1,1931,1931,1.25,1.25
1,1,1900,1900,0.25,0.4
2,2,1958,1968,0.35,3.0
1,1,1969,1969,0.15,0.15
1,1,1900,1900,0.4,0.75
1,1,1987,1987,11.0,11.0
1,1,2012,2012,46.0,46.0
1,1,1940,1940,0.25,0.25
1,1,1918,1918,0.65,0.65
1,1,1957,1957,1.35,1.35
1,1,1913,1913,0.15,0.15
1,1,1900,1900,0.1,0.1
4,4,1900,1937,0.3,0.3
1,0,2000,2000,7.95,7.95
3,3,1901,1901,0.15,0.15
1,1,1920,1920,0.25,0.25
2,2,1961,1961,0.5,0.95
1,1,1900,1900,0.1,0.1
1,1,1914,1914,0.35,0.35
1,1,1961,1961,0.75,0.75
1,1,1957,1957,1.75,1.75
1,1,1915,1915,2.5,2.5
16,16,1913,1958,0.25,0.5
1,1,1987,1987,4.45,4.45
1,1,1986,1986,5.95,5.95
1,1,1914,1914,2.0,2.0
6,6,1913,1913,0.45,45.0
1,1,1962,1962,2.6,2.6
2,2,1946,1946,0.55,0.55
1,1,1887,1887,0.5,0.5
1,1,1917,1917,0.5,0.5
3,3,1900,1907,0.25,0.4
1,1,1917,1917,0.1,0.1
1,1,1917,1917,0.25,0.25
1,1,1950,1950,1.7,1.7
2,2,1865,1865,1.15,1.15
1,1,1958,1958,6.0,6.0
1,1,1917,1917,0.25,0.25
1,1,1917,1917,0.3,0.3
2,2,1953,1957,0.65,0.85
1,1,1913,1913,0.25,0.25
1,1,1900,1900,0.35,0.6
1,1,1901,1901,0.25,0.25
1,1,1918,1918,0.15,0.15
2,2,1937,1958,0.3,0.3
7,7,1947,1978,0.9,0.9
1,1,1947,1947,1.05,1.05
1,1,1913,1913,0.65,0.65
1,1,1943,1943,0.55,0.55
1,1,1985,1985,0.75,0.75
3,3,1900,1900,3.0,3.0
1,1,1987,1987,4.0,4.0
1,1,1900,1900,0.1,0.2
1,1,1913,1913,0.15,0.15
2,2,1900,1900,0.7,0.7
2,2,1918,1918,0.2,0.2
8,11,1913,1917,0.05,0.1
1,1,1918,1918,0.6,0.6
2,2,1905,1905,0.25,0.25
11,11,1899,1958,10.0,10.0
1,1,1900,1900,50.0,50.0
1,1,1969,1969,0.4,0.4
2,2,1900,1900,0.5,0.65
1,1,1917,1917,0.35,0.35
2,2,1913,1917,10.0,10.0
1,1,1915,1915,0.3,0.3
1,1,1919,1919,0.4,0.4
2,2,1917,1917,0.3,0.3
1,1,1914,1914,0.1,0.1
1,1,1913,1913,0.45,0.45
1,1,1910,1910,0.12,0.12
26,26,1892,1901,0.15,0.3
1,1,1900,1900,0.2,0.2
3,3,1914,1916,0.2,0.35
1,1,1893,1893,0.15,0.15
2,2,1913,1917,0.05,0.2
2,1,1907,1907,0.6,0.6
1,1,1901,1901,0.2,0.2
7,7,1915,1917,0.3,0.3
1,1,1913,1913,0.05,0.05
1,1,1913,1913,0.15,0.15
1,1,1941,1941,0.4,0.5
1,1,1973,1973,1.25,1.25
1,1,1900,1900,0.45,0.45
3,3,1907,1907,0.75,1.5
1,1,1947,1947,0.3,0.3
1,1,1917,1917,1.5,1.5
3,3,1900,1900,0.15,0.25
1,2,1914,1914,0.1,0.15
1,1,1946,1946,4.25,4.25
3,3,1901,1914,0.1,0.1
16,16,1913,1957,0.35,2.0
1,1,1915,1915,7.0,7.0
5,5,1912,1920,0.1,0.15
1,1,2000,2000,4.95,8.95
1,1,1933,1933,1.0,1.0
1,1,1916,1916,1.5,3.0
2,2,1917,1917,0.8,0.8
1,1,1962,1962,1.75,1.75
5,5,1918,1918,6.5,6.5
1,1,1900,1900,0.4,0.75
3,3,1938,1957,0.6,1.1
2,2,1913,1914,0.2,0.2
1,1,1950,1950,0.85,0.85
1,1,1900,1900,0.5,1.0
1,1,1916,1916,1.25,2.5
1,1,1987,1987,1.25,1.25
1,1,1939,1939,0.35,0.35
6,6,1912,1915,0.05,0.05
1,1,1948,1948,0.15,0.15
1,1,1917,1917,0.5,0.5
2,2,1914,1914,0.35,0.35
2,2,1918,1918,0.2,0.2
1,1,1917,1917,1.75,1.75
1,1,1913,1913,0.4,0.4
1,1,1951,1951,1.0,1.0
1,1,1852,1852,2.0,2.0
1,1,1900,1900,0.4,6.75
1,1,1987,1987,2.35,2.35
9,9,1894,1913,0.2,0.3
4,5,1917,1917,0.6,0.6
1,1,1900,1900,0.25,0.25
2,2,1917,1927,0.4,0.4
1,1,1987,1987,8.75,8.75
1,1,1955,1955,2.25,4.5
1,1,1917,1917,0.35,0.35
7,7,1900,1912,0.3,0.55
1,1,1962,1962,0.45,0.45
1,1,1914,1914,0.5,0.5
1,1,1943,1943,0.95,1.75
1,1,1948,1948,0.75,0.75
3,3,1964,1971,0.65,0.9
1,1,1934,1934,0.85,0.85
27,29,1941,1958,0.3,45.0
1,1,1900,1900,0.25,0.25
1,1,1901,1901,0.4,0.4
1,1,1948,1948,7.75,7.75
8,9,1913,1913,0.75,0.75
1,1,1972,1972,3.5,3.5
21,21,1918,1918,0.2,0.2
10,10,1916,1959,1.25,4.95
1,1,1941,1941,2.5,2.5
1,1,1919,1919,0.9,0.9
27,27,1885,1919,0.1,0.1
16,20,1896,1917,0.2,0.35
1,1,1944,1944,1.05,1.05
1,1,1917,1917,1.25,1.25
1,1,1944,1944,0.25,0.25
2,2,1941,1942,0.5,0.55
2,2,1943,1967,0.4,0.6
1,2,1959,1959,3.25,3.25
5,5,1898,1900,1.5,3.0
1,1,1900,1900,250.0,250.0
1,1,1918,1918,0.2,0.2
1,1,1901,1901,0.25,0.25
2,2,1905,1917,0.3,0.4
1,1,1900,1900,0.7,0.7
1,1,1987,1987,1.75,1.75
1,1,1939,1939,1.75,1.75
2,2,1901,1901,0.5,0.5
1,1,1989,1989,2.59,2.59
6,6,1900,1921,0.35,0.6
1,1,1957,1957,0.85,0.85
1,1,1900,1900,1.0,1.0
3,3,1947,1963,0.6,3.5
1,1,1915,1915,2.25,4.5
15,15,1900,1912,0.15,0.7
5,5,1892,1901,0.1,0.2
1,1,1943,1943,0.35,0.35
1,1,1914,1914,0.3,0.3
3,3,1906,1907,0.15,0.25
1,1,1959,1959,0.13,0.13
1,1,1916,1916,0.6,0.6
1,1,1961,1961,0.9,0.9
1,1,1963,1963,7.5,7.5
1,1,1916,1916,0.5,0.5
1,1,1900,1900,0.35,0.35
3,3,1942,1943,0.3,0.3
5,6,1913,1914,0.25,0.5
1,1,1987,1987,1.75,1.75
26,27,1912,1998,0.45,14.95
2,2,1959,1969,2.1,3.9
1,1,1985,1985,50.0,50.0
1,1,1917,1917,2.5,2.5
1,1,1914,1914,0.4,0.4
1,1,1955,1955,0.35,0.35
2,2,1948,1949,0.75,0.75
1,1,1914,1914,0.25,0.25
1,1,1945,1945,0.95,2.1
1,1,1901,1901,0.35,0.35
1,1,1962,1962,0.75,0.75
6,6,1900,1907,0.15,0.25
3,3,1917,1918,1.0,1.0
1,1,1967,1967,0.6,0.6
1,1,1920,1920,0.5,7.0
1,1,1917,1917,0.7,0.7
1,1,1898,1898,4.0,4.0
1,1,1908,1908,0.3,0.3
1,1,1957,1957,2.0,2.0
1,1,1901,1901,0.8,0.8
1,1,1965,1965,4.5,4.5
1,1,1918,1918,0.6,0.6
1,1,1984,1984,5.75,5.75
1,1,1900,1900,2.5,2.5
1,1,1914,1914,0.15,0.15
1,1,1917,1917,0.55,0.55
1,1,1959,1959,3.75,7.0
1,1,1914,1914,0.7,0.7
1,1,1914,1914,1.25,1.25
1,1,1901,1901,0.25,0.25
1,1,1958,1958,15.0,15.0
2,2,1919,1919,0.25,0.25
1,1,1900,1900,1.4,2.5
1,1,1913,1913,0.75,0.75
1,1,1957,1957,1.45,1.45
1,1,1913,1913,0.2,0.2
1,1,1908,1908,0.2,0.2
1,1,1914,1914,0.6,0.6
1,1,1900,1900,0.05,0.05
1,1,1913,1913,0.35,0.35
1,1,1917,1917,0.65,0.65
2,2,1901,1901,0.25,0.25
1,1,1987,1987,2.95,2.95
4,4,1896,1914,0.15,0.2
1,1,1917,1917,0.5,0.5
1,1,1914,1914,0.2,0.2
1,1,1918,1918,1.0,1.0
1,1,1900,1900,0.4,0.75
1,1,1900,1900,0.4,0.4
1,1,1959,1959,4.0,4.0
2,1,1907,1907,0.15,0.15
1,1,1906,1906,0.6,1.0
1,1,1916,1916,0.5,0.5
1,1,1946,1946,0.9,0.9
1,1,1900,1900,0.3,0.3
1,1,1940,1940,0.1,0.1
1,1,1901,1901,0.1,0.1
1,1,1906,1906,0.35,0.6
1,1,1900,1900,0.1,0.1
1,1,1987,1987,2.25,2.25
4,4,1913,1917,0.4,0.65
1,1,1998,1998,4.5,4.5
2,2,1901,1918,0.4,0.4
1,1,1900,1900,0.1,0.1
1,1,1914,1914,0.5,0.5
2,2,1961,1961,3.5,3.5
1,1,1949,1949,0.2,0.2
1,1,1906,1906,1.5,1.5
1,1,1933,1933,1.1,1.1
1,1,1917,1917,0.05,0.05
1,1,1957,1957,0.95,0.95
1,1,1901,1901,0.4,0.4
2,2,1900,1900,0.35,0.35
4,4,1914,1915,0.75,0.75
1,1,1971,1971,25.0,25.0
1,1,1933,1933,0.85,0.85
7,7,1899,1900,0.2,0.2
1,1,1914,1914,0.95,0.95
1,1,1987,1987,1.25,3.95
1,1,1943,1943,1.45,1.45
2,2,1899,1901,0.2,0.2
9,9,1917,1941,0.25,40.0
1,1,1943,1943,0.6,0.65
1,1,1987,1987,8.25,8.25
1,1,1913,1913,0.05,0.05
3,3,1912,1917,2.5,4.0
5,5,1899,1906,0.25,0.65
2,2,1907,1914,0.55,0.55
1,1,1914,1914,0.25,0.25
13,13,1900,1941,0.25,0.45
1,1,1919,1919,0.15,0.25
1,1,1953,1953,5.5,5.5
1,1,1917,1917,0.5,0.5
1,1,1900,1900,0.4,0.4
1,1,1917,1917,0.85,0.85
1,1,1884,1884,0.65,0.65
1,1,1906,1906,1.25,1.25
1,1,1939,1939,0.3,0.3
2,2,1900,1900,0.1,0.1
9,9,1914,1914,0.35,0.35
3,3,1865,1865,0.75,0.75
1,1,1918,1918,0.2,0.2
1,1,1946,1946,0.25,0.25
1,1,1981,1981,6.75,6.75
1,1,1943,1943,0.4,0.4
3,3,1900,1900,0.35,35.0
1,1,1940,1940,0.35,0.35
1,1,1917,1917,8.0,8.0
1,1,1900,1900,0.75,1.25
1,1,1982,1982,9.95,9.95
1,1,1953,1953,1.25,1.25
4,4,1918,1918,0.35,0.35
1,1,1944,1944,0.85,0.85
1,1,1914,1914,0.75,0.75
1,1,1913,1913,0.4,0.4
23,23,1933,1933,0.8,0.9
2,2,1900,1900,0.6,0.6
1,1,1981,1981,0.8,1.6
43,47,1901,1981,0.15,15.0
1,1,1913,1913,0.85,0.85
1,1,1906,1906,2.5,2.5
1,1,1901,1901,1.0,1.0
51,51,1933,1933,1.75,3.0
4,4,1917,1917,0.25,0.25
1,1,1905,1905,0.2,0.2
1,1,1913,1913,0.2,0.2
1,1,1900,1900,0.6,0.6
61,63,1917,1928,0.4,0.75
1,1,1961,1961,1.45,1.45
4,4,1906,1918,0.6,1.1
1,1,1917,1917,0.4,0.4
1,1,1985,1985,5.5,5.5
1,1,1914,1914,0.1,0.1
2,2,1914,1982,0.15,0.15
7,7,1905,1906,0.05,5.0
1,1,1917,1917,1.25,1.25
8,9,1901,1918,0.1,0.3
1,1,1987,1987,4.95,4.95
5,5,1900,1901,0.5,9.5
1,2,1913,1913,0.05,0.05
1,1,1917,1917,0.2,0.2
1,1,1940,1940,0.6,0.6
1,1,1873,1873,2.5,2.5
27,27,1882,1907,1.5,150.0
1,1,1917,1917,0.15,0.15
1,1,1920,1920,0.3,0.3
2,2,1905,1947,0.5,1.35
4,4,1940,1947,0.85,1.95
1,1,1959,1959,3.75,3.75
1,1,1917,1917,1.5,1.5
2,2,1913,1913,0.1,0.1
11,11,1880,1900,0.3,0.3
1,1,1970,1970,3.0,6.0
1,1,1987,1987,2.45,2.45
1,1,1918,1918,1.25,2.5
1,1,1913,1913,2.25,4.25
1,1,1917,1917,0.15,0.15
1,1,1906,1906,1.5,1.5
1,1,1957,1957,1.25,1.25
1,1,1913,1913,1.1,1.1
1,1,1913,1913,0.15,0.15
1,1,1900,1900,1.0,2.0
1,1,1918,1918,0.4,0.4
1,1,1900,1900,0.3,0.3
1,1,1917,1917,0.25,0.25
1,1,1917,1917,3.5,3.5
10,10,1899,1913,0.35,0.45
1,1,1959,1959,5.5,5.5
1,1,1924,1924,1.1,1.1
1,1,1948,1948,3.75,3.75
1,1,1980,1980,3.75,3.75
12,14,1917,1917,0.1,0.1
1,1,1947,1947,0.4,0.4
2,0,1900,1900,0.5,1.75
1,1,1917,1917,0.75,0.75
1,1,1918,1918,0.15,0.15
1,1,1919,1919,0.65,0.65
1,1,1981,1981,150.0,150.0
1,1,1900,1900,0.25,0.25
1,1,1961,1961,0.25,0.25
2,2,1914,1915,0.25,0.25
1,1,1906,1906,50.0,50.0
1,1,1918,1918,0.15,0.4
1,1,1900,1900,0.15,0.15
1,1,1917,1917,0.2,0.2
1,1,1948,1948,0.85,1.6
1,1,1914,1914,1.25,2.5
1,1,1933,1933,0.35,0.35
1,1,1906,1906,0.2,0.2
1,1,1918,1918,0.1,0.1
3,3,1900,1900,0.35,0.65
1,1,1948,1948,0.55,0.55
1,1,1914,1914,0.5,0.5
1,1,1917,1917,0.9,0.9
1,1,1966,1966,0.9,0.9
1,1,2000,2000,8.55,8.55
1,1,1940,1940,0.45,0.45
1,1,1919,1919,0.3,0.3
1,1,1916,1916,0.1,0.1
1,1,1917,1917,0.5,0.5
1,1,1962,1962,2.4,2.4
1,1,1986,1986,7.0,12.0
2,2,1901,1901,1.25,1.25
1,1,1940,1940,0.6,0.6
1,1,1917,1917,1.35,1.35
1,1,1913,1913,0.2,0.2
2,2,1900,1900,0.15,0.15
1,1,1917,1917,0.4,0.4
1,1,1918,1918,0.25,0.25
1,1,1940,1940,2.0,2.0
2,2,1918,1918,0.5,0.55
1,1,1984,1984,4.95,4.95
1,1,1858,1858,0.35,0.35
1,1,1917,1917,0.15,0.15
1,1,1917,1917,0.8,0.8
3,3,1900,1915,0.1,0.1
1,1,1900,1900,0.15,0.15
1,1,1917,1917,0.8,0.8
1,1,1883,1883,3.0,3.0
1,1,1919,1919,0.3,0.3
1,1,1914,1914,0.25,0.25
1,1,1914,1914,0.15,0.15
1,1,1913,1913,0.1,4.0
1,1,1946,1946,0.55,0.55
2,2,1946,1946,0.8,1.4
3,3,1918,1918,0.25,0.25
1,1,1901,1901,1.0,2.0
1,1,1957,1957,0.4,0.4
1,1,1913,1913,0.6,0.6
1,1,1985,1985,9.75,9.75
1,1,1900,1900,0.2,0.2
1,1,1917,1917,2.5,5.0
10,10,1917,1917,0.5,50.0
1,1,1946,1946,1.0,1.0
1,1,1985,1985,16.0,16.0
1,1,1973,1973,3.75,7.0
57,57,1865,1917,0.2,50.0
1,1,1939,1939,2.0,2.0
1,1,1917,1917,1.25,1.25
1,1,1912,1912,0.4,0.4
3,3,1958,1958,0.25,1.0
2,2,1918,1949,0.3,0.6
1,1,1985,1985,4.5,4.5
7,7,1900,1901,0.35,1.0
